row_index,clip_id,split,label,scenario,session_id,n_frames,feature_hash,seq_hash,raw_hash,source_folder,filename,path
3317,clip_00088,train,1,Bed,1,27,9a3d2288b0dbc171dcc6,2042c7a4f870b425312a,bb2418f78b052df2b025,f_mask_b_1_keypoints_csv,B_D_0093_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0093_resized_keypoints.csv
3318,clip_00228,train,1,Bed,1,60,9a3f44f847b42858f10a,f67a069b277413df265b,03669f020898017ff6d1,f_mask_b_1_keypoints_csv,B_D_0253_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0253_keypoints.csv
3319,clip_03503,test,0,Bed,3,120,9a50a0e715ce75e2331d,f0c750bfa91d6b301865,ca806e1ca5f5639623c8,nf_mask_b_3_ketpoints_csv,B_M_160_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_160_keypoints.csv
3320,clip_04811,test,0,Stand,1,60,9a5f977c6aa60a67973e,f40a3325c3cc7f1c7846,122b1905f306cdcf64ad,nf_mask_s_1_keypoints_csv,B_D_0140_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/B_D_0140_resized_keypoints.csv
3321,clip_05173,train,0,Stand,2,90,9a68d84fc4401f487127,550c95f123e409945fa8,8977b44c40e6359a1c01,nf_mask_s_2_keypoints_csv,S_M_198_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_198_keypoints.csv
3322,clip_03227,val,0,Bed,1,360,9a731f41b2caabe75aad,05e94d13ab70a12514ef,72070ba9e3c882961915,nf_mask_b_1_ketpoints_csv,B_N_428_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_428_keypoints.csv
3323,clip_00636,test,1,Bed,3,64,9a768aaf4a645dc417b9,f9cdce36c563d00bab53,07667b857faaf23a717a,f_mask_b_3_keypoints_csv,B_N_151_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_151_resized_keypoints.csv
3324,clip_03692,train,0,Bed,4,48,9a9770b7adf4ae6e8d62,880d4696e82f510775c0,6df2ac033a8dd1d2348b,nf_mask_b_4_ketpoints_csv,B_D_0087_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0087_resized_keypoints.csv
3325,clip_02453,train,1,Stand,3,89,9aa28eb7b0aa95ea30e9,db8e1f0435521fbc3809,1ac6d7abb0455a48ad45,f_mask_s_3_keypoints_csv,S_N_112_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_112_resized_keypoints.csv
3326,clip_03038,train,0,Bed,1,60,9aa3dd0e9d9ab52d8a3c,77045083503fff55d855,0a89d640e332201222ae,nf_mask_b_1_ketpoints_csv,B_N_192_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_192_resized_keypoints.csv
3327,clip_01914,test,1,Chair,3,120,9ab486669e9d12f1f59e,f1405d6368b259feb591,e60fbdb45363507d2237,f_mask_c_3_keypoints_csv,C_D_0237_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_3_keypoints_csv/C_D_0237_keypoints.csv
3328,clip_03483,test,0,Bed,3,150,9ac4e35306b3af80fa57,91d52cb31bb51d3e1333,102c64720d5b917be94b,nf_mask_b_3_ketpoints_csv,B_M_142_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_142_keypoints.csv
3329,clip_00287,train,1,Bed,2,90,9acd93c81714f1dfed1a,af30d6e61a097cad6606,f704fba4ef57df723930,f_mask_b_2_keypoints_csv,B_N_226_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_226_keypoints.csv
3330,clip_00968,train,1,Chair,1,174,9ad01a81a4275a13eba8,3660e32b2dcb64e24e69,a6819c5ce07d156162f8,f_mask_c_1_keypoints_csv,C_M_107_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_107_keypoints.csv
3331,clip_02274,train,1,Stand,2,90,9ad697eb7d93dc77407b,49792e4ee19fffce4e1a,cf9c21eb6e86319e46a1,f_mask_s_2_keypoints_csv,S_M_170_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_170_resized_keypoints.csv
3332,clip_05615,train,0,Stand,3,72,9adfa22c45fc40247b8c,a7cbf3dfb4773f5ecbad,f8ce57bed5677b53edb8,nf_mask_s_3_keypoints_csv,S_N_43_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_43_keypoints.csv
3333,clip_05602,train,0,Stand,3,141,9ae3a859ebf270d87c55,79b358988369d625606a,8e43d9ebf7eccd654abd,nf_mask_s_3_keypoints_csv,S_N_428_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_428_keypoints.csv
3334,clip_00241,train,1,Bed,2,48,9af190c722e1371b1e30,a1281110fbc0f33ffea7,9723a7ca2cecb961025d,f_mask_b_2_keypoints_csv,B_N_181_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_181_keypoints.csv
3335,clip_03428,val,0,Bed,3,120,9af79d50733fdb6c150c,2c229ae21681ecff5826,ff98dc3ae141f1f232ed,nf_mask_b_3_ketpoints_csv,B_M_01_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_01_resized_keypoints.csv
3336,clip_00235,train,1,Bed,2,90,9af993bfe799fd54d9f4,642f6b723c29ca379cae,5e197deed5f462d5b94a,f_mask_b_2_keypoints_csv,B_N_177_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_177_resized_keypoints.csv
3337,clip_05684,test,0,Stand,3,180,9afe913a296f1e82afb5,55f27519d16345b16a56,b1f046df3a42354101ab,nf_mask_s_3_keypoints_csv,S_N_505_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_505_resized_keypoints.csv
3338,clip_04680,test,0,Chair,3,120,9b031b7e7c0f5ddf5b6b,2cde09a0e6f0afc35dae,bda8ae2e220b3ecd0989,nf_mask_c_3_keypoints_csv,C_N_490_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_490_resized_keypoints.csv
3339,clip_02238,train,1,Stand,2,60,9b0f99c5e7e4611c5047,e855943db8a4e228a1a0,1faa4122abe96977a1ad,f_mask_s_2_keypoints_csv,S_M_138_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_138_resized_keypoints.csv
3340,clip_01337,test,1,Chair,2,79,9b115ef0eaac3b88779a,e0c0de49995dccc8cc4d,e5757ba299fdbe4864fa,f_mask_c_2_keypoints_csv,C_N_236_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_236_resized_keypoints.csv
3341,clip_01205,train,1,Chair,2,60,9b161ae4344aa97ee21d,dc084af2ef0ab00b5fae,b088aa0ef5c22b3f84cb,f_mask_c_2_keypoints_csv,C_N_116_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_116_resized_keypoints.csv
3342,clip_01989,train,1,Stand,1,88,9b18824e818b6591ffba,cf0155a19a46c22fc9e9,347a66671b9ff9354908,f_mask_s_1_keypoints_csv,S_D_0051_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0051_keypoints.csv
3343,clip_03520,train,0,Bed,3,120,9b24a0e8b72273ea8bdf,27ec2a7c160e465df2b4,bfc69cd711e34eea6111,nf_mask_b_3_ketpoints_csv,B_M_176_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_176_keypoints.csv
3344,clip_02171,train,1,Stand,1,120,9b3bb479264428b8bba5,c2bcc3d94a88a3b8db36,f7f3f8573e6bc1bbedaa,f_mask_s_1_keypoints_csv,S_D_0242_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0242_keypoints.csv
3345,clip_01472,train,1,Chair,2,58,9b3c0d82c467bf72d24f,89b8702e02cc0888af22,682fdb3f9488daa57529,f_mask_c_2_keypoints_csv,C_N_398_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_398_keypoints.csv
3346,clip_03653,test,0,Bed,4,150,9b63e2ef41c589990745,23658c6d718096998f60,b5b01769c2f40aef25f0,nf_mask_b_4_ketpoints_csv,B_D_0030_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0030_keypoints.csv
3347,clip_01163,train,1,Chair,1,35,9b647dc89f88eb27fd0f,21812de28fa1eaa1b4bd,2ea4a613349a80eb4463,f_mask_c_1_keypoints_csv,C_M_84_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_84_keypoints.csv
3348,clip_01353,train,1,Chair,2,56,9b712ee420a70ef834a3,1880a599de98ee5744ba,88e7e401226e83f79556,f_mask_c_2_keypoints_csv,C_N_250_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_250_keypoints.csv
3349,clip_03397,train,0,Bed,2,48,9b748d86102b039433fe,f9c9d4284754eeb46151,773f62c1a1622ac506ab,nf_mask_b_2_ketpoints_csv,B_N_62_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_2_ketpoints_csv/B_N_62_resized_keypoints.csv
3350,clip_00564,train,1,Bed,2,11,9b78100e9d93ca044a90,3b752d23220b0a35ffa4,01a8755e4db222ea4e13,f_mask_b_2_keypoints_csv,B_N_540_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_540_keypoints.csv
3351,clip_04405,train,0,Chair,3,60,9b869bd2c0c6fad5c843,fe493fa0e79f4b2055d7,f2c80f44d05cfd355614,nf_mask_c_3_keypoints_csv,C_N_198_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_198_resized_keypoints.csv
3352,clip_02356,train,1,Stand,2,90,9b90a80645b9404a6326,58ae08fd90c4bd8e26f2,0f7e043f9fa3af31a305,f_mask_s_2_keypoints_csv,S_M_25_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_25_resized_keypoints.csv
3353,clip_05109,val,0,Stand,2,91,9b9801409f674d5b4c9f,e8e655f3216a0dea04a1,7807b4d6eebde132cda5,nf_mask_s_2_keypoints_csv,S_M_13_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_13_resized_keypoints.csv
3354,clip_00077,train,1,Bed,1,196,9bbdd7000bb4029dec75,dbfe3242a0eaf254990d,4004ec30023a82965c84,f_mask_b_1_keypoints_csv,B_D_0080_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0080_keypoints.csv
3355,clip_02427,test,1,Stand,2,46,9bbe2f390013f2b1026e,a1f38cee48e796a03deb,56459beea2a9583965f1,f_mask_s_2_keypoints_csv,S_M_96_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_96_keypoints.csv
3356,clip_01736,train,1,Chair,3,60,9bbfcfdfec523c65b5b3,c8408349ff34a1e74265,b3cac587867e1e9cbe57,f_mask_c_3_keypoints_csv,C_D_0044_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_3_keypoints_csv/C_D_0044_keypoints.csv
3357,clip_00717,val,1,Bed,3,84,9bc6ef15c4cd7c47d539,10e54769d604a6113fee,2e2b8cf2307e0351456c,f_mask_b_3_keypoints_csv,B_N_73_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_73_resized_keypoints.csv
3358,clip_04133,train,0,Chair,2,146,9bd1cfbf0be7e8fe4197,8009223520c913d1d18e,36b58532fec235aeae08,nf_mask_c_2_keypoints_csv,C_M_145_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_2_keypoints_csv/C_M_145_resized_keypoints.csv
3359,clip_02870,val,1,Stand,3,39,9beb4decfd586cfd5eba,de2df92a67f290f3c48a,d8351ca27e9081018a49,f_mask_s_3_keypoints_csv,S_N_527_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_527_resized_keypoints.csv
3360,clip_02011,val,1,Stand,1,110,9bef9a74541dbd802a60,be46bbbb06ce62c07a81,948a1adfa5bf3dfac4dd,f_mask_s_1_keypoints_csv,S_D_0078_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0078_resized_keypoints.csv
3361,clip_04610,train,0,Chair,3,120,9c078c201fb3dbf8c5b4,f7cf16c9b55972500c75,d3b62e2f1c64f4488bfb,nf_mask_c_3_keypoints_csv,C_N_425_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_425_keypoints.csv
3362,clip_00536,train,1,Bed,2,62,9c0c870bfb26ea77fcaa,283e701566d977bb8ef9,a19bbe8323ff3b7dbd2d,f_mask_b_2_keypoints_csv,B_N_512_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_512_resized_keypoints.csv
3363,clip_02843,val,1,Stand,3,75,9c276170136518386249,78d2699a6e0d39fe98d0,9322ec079881deb94b7c,f_mask_s_3_keypoints_csv,S_N_502_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_502_resized_keypoints.csv
3364,clip_04386,train,0,Chair,3,60,9c2824ca4b490c529325,8af1325d3704e926bef9,1e2c0167015e7918d6c7,nf_mask_c_3_keypoints_csv,C_N_17_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_17_keypoints.csv
3365,clip_00457,val,1,Bed,2,240,9c2abc22f1d5cdd7359e,03daf9aee8fd77eb5d0a,f7f0706eb6c00d3a8764,f_mask_b_2_keypoints_csv,B_N_433_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_433_keypoints.csv
3366,clip_02971,train,0,Bed,1,90,9c3bd074ae1c908d8342,0b3ec5ab3a486d8ae8a1,5e96e8edb0d696b7b745,nf_mask_b_1_ketpoints_csv,B_N_120_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_120_resized_keypoints.csv
3367,clip_03034,test,0,Bed,1,121,9c3fdc1c6bfb414c40dd,26914d93ee2b778d75f6,73bc9e4fd331b932166e,nf_mask_b_1_ketpoints_csv,B_N_188_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_188_keypoints.csv
3368,clip_00669,train,1,Bed,3,25,9c4fc76fa6cd7d355abb,b079b52e52da3b81f2f9,572e15a423019fd297cc,f_mask_b_3_keypoints_csv,B_N_21_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_21_keypoints.csv
3369,clip_02695,test,1,Stand,3,60,9c63d23cc6c0010075d8,5fb1c6f7f19e35c8aef8,543ac287447f697518d6,f_mask_s_3_keypoints_csv,S_N_366_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_366_resized_keypoints.csv
3370,clip_02809,train,1,Stand,3,88,9c758b305fe0247f1865,4d6a7dd518be46dd8a6d,5380ab156068cfa28ace,f_mask_s_3_keypoints_csv,S_N_471_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_471_resized_keypoints.csv
3371,clip_04320,val,0,Chair,3,90,9c9fcb530e3bc20389bc,3d3238d47fcb22bac4d4,ea417481257a6a55b434,nf_mask_c_3_keypoints_csv,C_N_116_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_116_resized_keypoints.csv
3372,clip_00674,train,1,Bed,3,28,9cb09e053b0bc7fdcf70,b54192dfddf4c7dff0bd,0d93043a674aefc10f4e,f_mask_b_3_keypoints_csv,B_N_26_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_26_keypoints.csv
3373,clip_00787,test,1,Bed,4,120,9ce845f18b8cc801e390,73858a41ba7925355409,9c7b9f1492c98791a2c4,f_mask_b_4_keypoints_csv,B_M_136_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_4_keypoints_csv/B_M_136_resized_keypoints.csv
3374,clip_05242,train,0,Stand,2,90,9cee87ff1966b954692e,598d1a481350aa45097f,5239f34508c5e5df81e0,nf_mask_s_2_keypoints_csv,S_M_60_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_60_keypoints.csv
3375,clip_00568,val,1,Bed,3,60,9cfc3263548208f43c25,932980f7eb842df9f420,5884d7532a341479919c,f_mask_b_3_keypoints_csv,B_N_02_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_02_keypoints.csv
3376,clip_04903,test,0,Stand,1,150,9d04bfded71aecee1b2f,b53d5b78d6c141652c2b,27af39214c7097277b1b,nf_mask_s_1_keypoints_csv,S_D_0101_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0101_resized_keypoints.csv
3377,clip_03896,train,0,Chair,1,360,9d0730b1d069c0858f8e,471bdaf3e8dda863a250,f5011e5358f40a19deda,nf_mask_c_1_keypoints_csv,C_D_0070_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0070_keypoints.csv
3378,clip_00148,test,1,Bed,1,180,9d0ad436a18b693bb88a,9c53668f150ea5c70d39,208f542f5bae57dfaba3,f_mask_b_1_keypoints_csv,B_D_0162_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0162_keypoints.csv
3379,clip_02105,test,1,Stand,1,120,9d1059a4233fd180ffe7,b355a9eaa422e67bf4b1,87fcda257fdbc345698e,f_mask_s_1_keypoints_csv,S_D_0173_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0173_keypoints.csv
3380,clip_03020,train,0,Bed,1,60,9d2db1504509ef8b76f3,61b0c657ee88ba77808a,98b6d8056b6242d24566,nf_mask_b_1_ketpoints_csv,B_N_174_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_174_resized_keypoints.csv
3381,clip_04604,val,0,Chair,3,96,9d39edee16a8f01833a9,2c105e60819179e3551c,b83225d21259588ee808,nf_mask_c_3_keypoints_csv,C_N_41_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_41_keypoints.csv
3382,clip_05428,train,0,Stand,3,30,9d4efd865399e3d23e12,1a3deee905da0f759a54,740ee3ccdccf67add2cf,nf_mask_s_3_keypoints_csv,S_N_236_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_236_resized_keypoints.csv
3383,clip_02126,train,1,Stand,1,120,9d6649594577157b07f2,6d13d4457ff9380e1621,d46995371cd8389227ac,f_mask_s_1_keypoints_csv,S_D_0194_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0194_keypoints.csv
3384,clip_00155,train,1,Bed,1,180,9d6bf5a890071876a67f,68ae8484c7743ed25139,bfe6bbf3452e7e5dd27e,f_mask_b_1_keypoints_csv,B_D_0170_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0170_keypoints.csv
3385,clip_00978,test,1,Chair,1,72,9d6e94e8a03e834b822d,99c2a1ad809835b4e0d8,586f9502d2563c893699,f_mask_c_1_keypoints_csv,C_M_116_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_116_resized_keypoints.csv
3386,clip_05404,train,0,Stand,3,120,9d720b156c01ada5884b,e83891ba152d7a46f307,d78859c4c3d0897cdb86,nf_mask_s_3_keypoints_csv,S_N_214_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_214_resized_keypoints.csv
3387,clip_05379,train,0,Stand,3,24,9d7bcff54a80ec73d84a,cc6e032cd52d495833ba,79bf0414459945e07f71,nf_mask_s_3_keypoints_csv,S_N_189_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_189_keypoints.csv
3388,clip_04627,train,0,Chair,3,120,9d7e581436f527380101,38ca50ed7d8e4ee382f2,16d81f566aa54d93088c,nf_mask_c_3_keypoints_csv,C_N_440_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_440_resized_keypoints.csv
